,x,y
0,19,68
1,19,89
2,20,109
3,23,130
4,29,150
5,40,168
6,56,180
7,77,188
8,101,190
9,127,187
10,151,179
11,175,169
12,190,152
13,197,132
14,199,109
15,200,86
16,200,63
17,24,55
18,34,40
19,51,35
20,70,37
21,88,44
22,105,43
23,123,35
24,144,31
25,165,33
26,181,45
27,97,59
28,96,71
29,95,82
30,94,94
31,79,112
32,87,114
33,96,116
34,107,113
35,117,110
36,46,64
37,55,57
38,67,57
39,77,66
40,66,68
41,55,68
42,123,63
43,133,53
44,145,52
45,156,58
46,147,62
47,135,63
48,65,141
49,78,137
50,88,134
51,96,135
52,104,133
53,118,135
54,135,138
55,118,144
56,105,145
57,96,146
58,88,146
59,77,145
60,70,140
61,88,139
62,97,140
63,105,138
64,130,138
65,104,138
66,96,139
67,88,139
