,x,y
0,36,49
1,35,69
2,37,90
3,42,111
4,52,131
5,65,149
6,78,165
7,89,181
8,104,189
9,124,189
10,144,179
11,166,167
12,185,150
13,198,128
14,203,100
15,207,70
16,208,40
17,36,28
18,43,22
19,54,24
20,64,29
21,74,35
22,109,34
23,125,27
24,142,24
25,159,25
26,175,32
27,91,58
28,90,76
29,88,93
30,86,110
31,76,117
32,82,121
33,91,124
34,101,121
35,111,119
36,49,53
37,58,49
38,69,51
39,78,61
40,67,62
41,56,60
42,121,63
43,132,53
44,144,52
45,156,57
46,146,64
47,133,65
48,68,126
49,77,130
50,86,131
51,95,134
52,104,132
53,123,132
54,144,131
55,125,150
56,106,159
57,95,159
58,86,156
59,77,147
60,73,130
61,86,137
62,95,139
63,105,139
64,139,133
65,105,147
66,95,148
67,86,144
