,x,y
0,-9,41
1,-10,67
2,-8,93
3,-4,118
4,7,140
5,25,159
6,47,174
7,70,186
8,92,188
9,109,183
10,119,166
11,128,150
12,137,133
13,146,115
14,154,97
15,159,77
16,160,58
17,22,33
18,38,27
19,57,27
20,74,31
21,91,39
22,118,41
23,130,37
24,141,35
25,151,36
26,156,41
27,106,57
28,107,72
29,110,89
30,112,105
31,88,111
32,97,114
33,105,118
34,112,116
35,116,111
36,43,52
37,54,46
38,67,48
39,75,57
40,64,58
41,52,58
42,116,59
43,125,51
44,136,51
45,143,58
46,137,61
47,126,61
48,67,140
49,81,135
50,93,134
51,100,137
52,108,134
53,114,137
54,116,142
55,112,149
56,107,154
57,99,155
58,90,154
59,79,149
60,73,141
61,92,140
62,100,141
63,107,141
64,112,143
65,107,142
66,99,143
67,91,142
