,X,Y
0,57,120
1,57,139
2,58,159
3,60,179
4,64,199
5,73,217
6,85,234
7,100,248
8,122,252
9,145,250
10,166,240
11,185,226
12,201,207
13,209,186
14,212,163
15,213,141
16,213,119
17,67,111
18,72,98
19,85,94
20,99,96
21,112,100
22,138,100
23,153,94
24,168,91
25,183,96
26,193,108
27,124,118
28,124,130
29,123,143
30,122,156
31,108,164
32,115,167
33,123,170
34,132,168
35,141,165
36,83,121
37,90,116
38,100,116
39,108,121
40,100,124
41,90,125
42,146,121
43,154,116
44,164,116
45,171,121
46,165,125
47,155,125
48,95,189
49,104,181
50,114,179
51,124,182
52,135,181
53,148,184
54,159,193
55,148,207
56,134,215
57,122,216
58,112,214
59,102,205
60,100,190
61,114,187
62,124,189
63,135,188
64,154,193
65,134,203
66,123,203
67,113,200
