,x,y
0,-19,55
1,-20,81
2,-17,108
3,-11,133
4,0,155
5,19,172
6,42,185
7,67,192
8,89,193
9,105,188
10,117,172
11,127,155
12,135,137
13,143,119
14,149,102
15,151,85
16,149,68
17,18,28
18,34,18
19,55,15
20,75,19
21,91,31
22,118,33
23,128,27
24,138,25
25,148,26
26,154,31
27,106,56
28,109,71
29,112,86
30,116,100
31,92,114
32,100,116
33,106,118
34,111,117
35,115,113
36,38,54
37,51,46
38,65,48
39,75,60
40,63,62
41,49,61
42,113,62
43,123,51
44,136,51
45,142,60
46,137,66
47,125,66
48,60,140
49,79,135
50,95,133
51,103,136
52,111,133
53,117,135
54,119,141
55,115,151
56,108,157
57,100,159
58,91,158
59,76,153
60,66,141
61,94,144
62,102,144
63,109,143
64,115,142
65,109,144
66,101,146
67,93,145
