,x,y
0,12,63
1,14,86
2,18,111
3,21,134
4,27,157
5,38,177
6,54,192
7,74,200
8,99,201
9,122,198
10,141,189
11,157,175
12,169,158
13,177,139
14,180,116
15,182,92
16,185,69
17,26,56
18,37,42
19,54,36
20,73,37
21,91,42
22,111,40
23,129,37
24,145,37
25,160,41
26,171,52
27,100,55
28,101,70
29,101,83
30,101,98
31,83,110
32,91,112
33,99,115
34,107,112
35,115,111
36,47,62
37,56,57
38,67,55
39,77,61
40,67,64
41,56,64
42,120,60
43,130,54
44,140,55
45,150,60
46,141,63
47,130,63
48,66,142
49,78,138
50,89,136
51,98,139
52,106,137
53,116,139
54,127,143
55,116,148
56,106,151
57,97,152
58,88,151
59,77,149
60,70,141
61,89,141
62,98,142
63,107,141
64,122,143
65,106,143
66,97,144
67,88,143
