,X,Y
0,56,132
1,57,151
2,59,170
3,62,189
4,68,207
5,79,222
6,93,235
7,112,245
8,130,248
9,149,244
10,166,233
11,180,219
12,190,202
13,196,183
14,196,163
15,196,143
16,196,123
17,69,110
18,78,101
19,91,100
20,103,103
21,115,109
22,139,107
23,150,100
24,162,97
25,174,99
26,183,107
27,129,120
28,130,136
29,131,151
30,132,167
31,113,170
32,121,174
33,131,177
34,139,174
35,146,170
36,84,122
37,92,118
38,101,118
39,109,125
40,101,124
41,92,124
42,146,124
43,155,117
44,163,116
45,171,121
46,164,123
47,156,123
48,92,187
49,106,186
50,119,185
51,128,188
52,138,186
53,150,186
54,161,188
55,150,201
56,139,207
57,129,209
58,119,208
59,105,202
60,96,189
61,119,191
62,129,192
63,138,191
64,157,190
65,138,198
66,128,200
67,119,199
