,x,y
0,48,59
1,47,78
2,49,99
3,56,120
4,64,141
5,72,162
6,81,182
7,91,199
8,110,203
9,133,202
10,156,193
11,176,177
12,192,155
13,201,130
14,205,101
15,205,70
16,204,41
17,49,36
18,53,28
19,61,28
20,71,30
21,80,35
22,99,29
23,112,15
24,128,11
25,145,12
26,161,21
27,91,53
28,89,69
29,86,85
30,84,101
31,76,111
32,82,116
33,91,119
34,101,115
35,111,112
36,60,56
37,66,49
38,75,50
39,83,57
40,75,59
41,66,59
42,117,55
43,124,46
44,135,45
45,145,50
46,136,54
47,126,56
48,79,144
49,82,138
50,89,136
51,95,138
52,103,135
53,119,138
54,137,143
55,123,160
56,108,167
57,99,167
58,92,166
59,85,157
60,82,145
61,89,142
62,96,142
63,104,142
64,132,144
65,106,156
66,98,156
67,91,154
