,X,Y
0,61,132
1,62,150
2,64,167
3,68,184
4,74,201
5,84,214
6,98,225
7,114,233
8,132,236
9,149,233
10,163,224
11,176,213
12,185,198
13,189,182
14,191,164
15,192,148
16,191,131
17,68,112
18,77,104
19,90,101
20,103,101
21,115,106
22,140,106
23,151,101
24,164,101
25,176,103
26,185,111
27,129,119
28,129,130
29,130,141
30,130,152
31,115,162
32,122,164
33,129,166
34,136,164
35,143,162
36,84,123
37,92,118
38,101,118
39,110,124
40,101,125
41,92,126
42,146,124
43,155,118
44,164,119
45,172,124
46,164,126
47,155,126
48,97,181
49,109,176
50,122,174
51,130,175
52,139,174
53,151,176
54,162,180
55,152,194
56,140,200
57,131,201
58,122,200
59,109,194
60,101,181
61,122,178
62,130,179
63,139,178
64,158,181
65,140,191
66,130,193
67,122,192
