,x,y
0,12,56
1,12,79
2,14,101
3,18,123
4,29,142
5,44,157
6,61,171
7,80,184
8,99,188
9,117,185
10,135,170
11,151,155
12,165,137
13,173,117
14,177,95
15,180,72
16,182,49
17,28,32
18,44,30
19,57,33
20,70,37
21,82,44
22,115,44
23,128,36
24,141,32
25,156,31
26,169,37
27,98,59
28,98,75
29,97,92
30,97,108
31,83,113
32,90,117
33,98,120
34,105,117
35,112,114
36,44,57
37,55,52
38,67,53
39,75,62
40,64,64
41,53,63
42,121,62
43,130,53
44,142,51
45,152,57
46,144,63
47,132,64
48,63,133
49,78,133
50,89,132
51,99,134
52,107,132
53,119,133
54,133,133
55,120,147
56,108,153
57,99,154
58,90,153
59,78,147
60,70,136
61,90,141
62,99,142
63,107,141
64,126,137
65,107,140
66,99,140
67,90,140
