,X,Y
0,63,132
1,64,148
2,66,164
3,69,181
4,73,196
5,82,209
6,94,220
7,108,230
8,125,234
9,142,232
10,157,225
11,171,215
12,181,202
13,188,187
14,193,171
15,196,154
16,197,136
17,77,109
18,83,101
19,94,97
20,105,97
21,115,101
22,141,100
23,152,96
24,164,96
25,174,101
26,181,110
27,128,118
28,127,128
29,126,138
30,125,149
31,116,162
32,121,164
33,127,165
34,133,164
35,138,162
36,87,122
37,93,115
38,103,115
39,111,123
40,102,125
41,93,125
42,146,124
43,153,115
44,163,115
45,170,123
46,163,126
47,154,126
48,106,190
49,114,183
50,122,178
51,127,180
52,132,179
53,140,183
54,148,191
55,140,196
56,132,197
57,127,198
58,121,197
59,114,196
60,110,189
61,122,187
62,127,187
63,132,187
64,144,190
65,132,188
66,127,188
67,122,187
