,X,Y
0,55,125
1,57,144
2,60,163
3,63,182
4,70,200
5,82,215
6,97,227
7,113,238
8,129,241
9,145,236
10,159,225
11,173,212
12,183,197
13,190,179
14,193,161
15,195,142
16,196,124
17,67,110
18,75,102
19,87,98
20,99,99
21,110,104
22,144,103
23,156,98
24,167,97
25,179,101
26,186,109
27,128,120
28,128,132
29,129,142
30,129,154
31,114,162
32,121,164
33,129,167
34,136,164
35,143,162
36,83,122
37,91,117
38,100,117
39,109,124
40,100,125
41,90,125
42,146,124
43,155,117
44,164,117
45,172,122
46,165,125
47,156,125
48,92,181
49,106,178
50,120,178
51,128,179
52,137,177
53,150,177
54,162,180
55,151,197
56,138,204
57,128,206
58,119,205
59,105,199
60,96,182
61,120,182
62,128,183
63,137,182
64,158,181
65,137,196
66,128,198
67,119,197
