,X,Y
0,57,126
1,58,144
2,60,162
3,64,180
4,70,197
5,80,212
6,95,223
7,111,232
8,129,235
9,147,231
10,163,222
11,177,210
12,187,196
13,193,179
14,195,161
15,196,143
16,197,125
17,68,111
18,78,105
19,91,104
20,103,106
21,114,110
22,142,111
23,152,106
24,164,104
25,176,104
26,186,109
27,128,121
28,128,132
29,129,143
30,129,154
31,114,162
32,121,164
33,128,166
34,135,164
35,142,162
36,83,123
37,92,119
38,100,119
39,108,124
40,100,124
41,91,124
42,147,123
43,155,119
44,164,119
45,172,122
46,164,123
47,155,123
48,93,180
49,105,176
50,119,174
51,128,176
52,137,174
53,150,176
54,162,180
55,150,195
56,137,201
57,127,202
58,118,201
59,104,196
60,97,181
61,118,180
62,128,181
63,137,180
64,158,181
65,137,192
66,127,193
67,118,192
