,X,Y
0,60,111
1,62,132
2,66,151
3,70,170
4,75,188
5,84,206
6,96,221
7,111,233
8,129,238
9,148,235
10,164,224
11,176,210
12,185,193
13,189,174
14,192,154
15,195,134
16,196,113
17,70,108
18,79,101
19,91,102
20,103,105
21,115,110
22,138,110
23,150,106
24,163,104
25,175,104
26,184,110
27,128,122
28,128,137
29,128,152
30,128,168
31,111,168
32,119,173
33,128,176
34,137,172
35,145,168
36,84,121
37,92,118
38,100,119
39,108,123
40,100,124
41,92,124
42,147,124
43,156,120
44,164,120
45,171,123
46,164,125
47,156,125
48,100,181
49,111,183
50,121,184
51,128,185
52,136,184
53,147,182
54,158,181
55,147,193
56,137,198
57,129,200
58,121,198
59,111,193
60,104,184
61,121,188
62,128,189
63,136,188
64,154,183
65,137,191
66,129,192
67,121,191
