,X,Y
0,62,119
1,63,137
2,65,155
3,68,173
4,75,189
5,86,204
6,99,218
7,113,229
8,128,233
9,145,230
10,160,220
11,174,208
12,187,194
13,195,177
14,199,159
15,202,140
16,204,122
17,72,109
18,80,102
19,90,99
20,102,100
21,113,104
22,139,103
23,152,99
24,165,99
25,178,102
26,188,111
27,124,119
28,123,131
29,123,144
30,122,156
31,110,162
32,117,165
33,124,168
34,132,165
35,139,162
36,85,123
37,92,119
38,100,119
39,107,123
40,99,124
41,91,124
42,148,124
43,156,120
44,164,119
45,172,122
46,164,124
47,156,124
48,93,177
49,104,175
50,115,175
51,125,176
52,135,174
53,149,175
54,163,178
55,150,193
56,135,199
57,125,200
58,115,199
59,103,193
60,97,179
61,115,179
62,125,180
63,135,179
64,159,179
65,135,191
66,125,192
67,115,191
