,X,Y
0,47,128
1,49,146
2,50,163
3,53,180
4,61,196
5,74,209
6,91,220
7,109,228
8,129,231
9,149,228
10,165,219
11,178,207
12,188,192
13,193,176
14,194,159
15,195,144
16,196,127
17,67,117
18,77,107
19,91,100
20,105,100
21,119,105
22,141,105
23,153,100
24,167,100
25,180,106
26,187,117
27,130,119
28,130,130
29,131,141
30,131,153
31,114,159
32,122,162
33,130,164
34,138,161
35,145,159
36,83,123
37,92,119
38,100,118
39,109,124
40,100,125
41,91,125
42,147,124
43,156,119
44,165,118
45,172,123
46,165,125
47,156,125
48,91,176
49,106,175
50,119,175
51,129,177
52,139,175
53,150,174
54,163,176
55,151,186
56,140,192
57,130,193
58,119,192
59,106,187
60,95,177
61,119,178
62,129,180
63,139,178
64,158,177
65,140,186
66,130,187
67,119,186
