,X,Y
0,61,123
1,61,139
2,62,156
3,63,174
4,68,190
5,78,204
6,93,215
7,109,224
8,126,227
9,143,224
10,159,216
11,173,205
12,183,191
13,189,175
14,192,158
15,195,140
16,197,122
17,72,105
18,83,99
19,95,100
20,106,104
21,117,110
22,141,110
23,152,104
24,163,100
25,176,100
26,186,107
27,129,122
28,128,133
29,128,145
30,128,156
31,113,162
32,120,164
33,128,167
34,136,164
35,143,162
36,85,123
37,93,119
38,101,120
39,109,126
40,100,126
41,92,125
42,149,126
43,156,120
44,164,120
45,172,123
46,165,126
47,157,126
48,95,176
49,106,174
50,118,173
51,127,175
52,137,173
53,150,174
54,162,177
55,151,194
56,138,201
57,128,203
58,117,201
59,105,194
60,98,178
61,118,178
62,128,179
63,137,178
64,159,178
65,138,193
66,128,193
67,118,192
