,X,Y
0,55,122
1,56,140
2,57,158
3,61,177
4,66,195
5,78,213
6,92,228
7,109,238
8,129,241
9,150,238
10,167,229
11,180,215
12,190,198
13,196,179
14,199,161
15,201,142
16,201,124
17,69,111
18,77,101
19,91,98
20,105,99
21,118,104
22,138,104
23,151,99
24,165,98
25,179,101
26,188,110
27,128,118
28,129,131
29,129,144
30,129,158
31,113,169
32,121,171
33,129,173
34,137,171
35,144,169
36,83,121
37,92,118
38,101,118
39,109,124
40,100,125
41,91,124
42,146,124
43,156,119
44,165,119
45,172,122
46,165,125
47,156,125
48,97,186
49,110,186
50,121,185
51,129,187
52,138,185
53,149,187
54,161,187
55,148,194
56,138,197
57,129,198
58,121,197
59,110,194
60,101,187
61,121,190
62,129,191
63,138,190
64,158,188
65,138,190
66,129,191
67,121,189
