,X,Y
0,50,126
1,51,147
2,55,168
3,59,188
4,66,207
5,78,223
6,94,237
7,111,248
8,129,252
9,147,249
10,163,237
11,177,223
12,187,207
13,193,188
14,196,168
15,198,147
16,199,127
17,68,112
18,77,100
19,92,95
20,107,97
21,121,103
22,138,105
23,151,100
24,165,98
25,179,103
26,186,114
27,130,119
28,132,131
29,133,143
30,135,155
31,120,166
32,126,168
33,133,169
34,138,168
35,144,166
36,87,121
37,94,115
38,104,115
39,113,122
40,104,124
41,94,124
42,144,123
43,152,117
44,162,117
45,170,124
46,162,126
47,153,126
48,103,193
49,114,187
50,124,184
51,131,185
52,139,183
53,148,186
54,155,193
55,148,199
56,140,202
57,132,203
58,123,203
59,114,200
60,108,194
61,124,192
62,131,193
63,139,192
64,151,193
65,139,192
66,131,193
67,124,192
