,X,Y
0,52,127
1,54,146
2,56,165
3,59,183
4,67,200
5,78,215
6,92,226
7,108,236
8,127,239
9,145,236
10,162,227
11,176,215
12,188,199
13,195,181
14,198,162
15,200,142
16,201,122
17,68,113
18,76,104
19,88,100
20,102,100
21,115,103
22,139,102
23,152,99
24,165,99
25,178,104
26,186,113
27,128,119
28,127,130
29,127,142
30,126,155
31,113,161
32,119,165
33,127,167
34,134,165
35,142,162
36,84,123
37,92,118
38,100,118
39,108,122
40,100,123
41,92,124
42,148,122
43,155,118
44,163,118
45,171,122
46,163,124
47,155,123
48,102,186
49,110,179
50,120,176
51,127,178
52,134,177
53,144,179
54,153,187
55,143,193
56,134,195
57,127,195
58,119,194
59,110,192
60,106,186
61,119,184
62,127,184
63,134,184
64,148,187
65,134,187
66,127,188
67,119,187
