,x,y
0,21,55
1,23,78
2,25,100
3,29,123
4,37,144
5,49,163
6,64,180
7,81,196
8,100,201
9,121,199
10,143,186
11,164,171
12,182,153
13,194,132
14,199,108
15,201,83
16,203,57
17,26,43
18,35,32
19,49,30
20,64,33
21,78,39
22,112,38
23,129,32
24,148,30
25,165,34
26,178,45
27,95,58
28,94,74
29,93,89
30,92,105
31,78,112
32,85,115
33,94,118
34,103,115
35,112,113
36,44,60
37,53,56
38,63,57
39,73,62
40,62,63
41,52,63
42,124,63
43,133,57
44,144,58
45,155,62
46,144,64
47,134,64
48,64,134
49,75,131
50,87,131
51,98,134
52,109,132
53,124,133
54,141,136
55,126,156
56,109,164
57,97,164
58,86,162
59,74,154
60,69,137
61,87,136
62,98,137
63,109,136
64,136,138
65,109,153
66,98,154
67,87,152
