,x,y
0,3,63
1,4,86
2,6,109
3,10,131
4,21,152
5,36,171
6,53,188
7,73,201
8,96,204
9,118,201
10,136,186
11,151,169
12,164,149
13,172,129
14,175,108
15,178,86
16,178,64
17,27,43
18,38,33
19,53,30
20,69,32
21,83,37
22,111,38
23,126,33
24,141,32
25,155,36
26,164,48
27,99,55
28,99,74
29,100,92
30,101,111
31,79,115
32,89,119
33,100,123
34,110,119
35,119,115
36,44,58
37,54,54
38,64,54
39,73,60
40,63,60
41,54,59
42,121,62
43,130,56
44,140,56
45,150,61
46,140,62
47,130,62
48,59,133
49,72,130
50,88,131
51,100,133
52,111,131
53,124,131
54,136,134
55,125,154
56,111,165
57,99,167
58,86,164
59,71,153
60,61,134
61,87,136
62,100,138
63,111,137
64,133,135
65,111,154
66,99,155
67,87,153
