,X,Y
0,58,129
1,59,147
2,60,166
3,63,184
4,69,201
5,79,217
6,93,230
7,109,240
8,129,244
9,149,242
10,168,234
11,184,223
12,195,207
13,202,188
14,205,168
15,206,149
16,206,130
17,72,110
18,81,102
19,93,99
20,107,102
21,118,107
22,135,107
23,148,101
24,163,99
25,176,102
26,186,110
27,127,121
28,127,132
29,127,143
30,126,155
31,108,165
32,117,168
33,126,170
34,135,168
35,144,166
36,85,122
37,92,118
38,100,118
39,108,124
40,100,124
41,92,124
42,146,124
43,155,119
44,163,119
45,171,123
46,164,124
47,155,125
48,97,190
49,108,184
50,118,182
51,126,184
52,135,182
53,147,185
54,159,192
55,147,203
56,135,206
57,126,206
58,118,205
59,107,201
60,101,190
61,118,187
62,126,187
63,135,187
64,154,191
65,135,198
66,126,198
67,118,197
