,X,Y
0,58,114
1,58,134
2,60,155
3,63,175
4,68,194
5,78,211
6,93,225
7,109,238
8,125,243
9,143,240
10,163,229
11,182,217
12,198,200
13,207,180
14,212,158
15,216,137
16,219,114
17,64,106
18,72,96
19,85,94
20,98,97
21,110,104
22,139,103
23,152,96
24,167,93
25,182,95
26,194,104
27,124,119
28,124,133
29,123,147
30,122,161
31,110,167
32,116,171
33,123,174
34,131,171
35,139,169
36,83,121
37,91,117
38,99,118
39,108,123
40,99,124
41,90,124
42,146,123
43,155,118
44,163,118
45,172,122
46,164,124
47,155,124
48,96,185
49,108,185
50,116,184
51,123,186
52,132,185
53,143,186
54,157,188
55,142,196
56,131,200
57,123,200
58,115,199
59,107,195
60,101,186
61,116,189
62,123,191
63,132,190
64,153,188
65,131,190
66,123,191
67,116,190
