,x,y
0,44,67
1,43,85
2,44,105
3,52,122
4,62,139
5,73,155
6,83,171
7,93,190
8,109,196
9,130,195
10,154,186
11,178,173
12,197,155
13,207,132
14,212,106
15,213,79
16,212,54
17,40,35
18,45,26
19,54,25
20,65,27
21,74,34
22,99,32
23,117,26
24,137,26
25,156,31
26,173,40
27,89,54
28,88,72
29,86,90
30,84,108
31,76,114
32,83,120
33,91,123
34,101,120
35,111,117
36,53,54
37,59,49
38,69,50
39,79,58
40,69,58
41,59,58
42,120,60
43,131,53
44,142,53
45,155,59
46,143,62
47,131,62
48,76,133
49,81,133
50,88,132
51,95,135
52,103,133
53,120,135
54,142,136
55,122,149
56,106,154
57,97,154
58,90,152
59,83,146
60,80,136
61,89,140
62,96,142
63,104,141
64,137,137
65,105,142
66,96,141
67,89,139
