,x,y
0,-1,71
1,0,94
2,4,117
3,8,141
4,17,163
5,34,181
6,54,194
7,77,202
8,102,203
9,126,200
10,146,192
11,164,178
12,176,160
13,182,138
14,184,116
15,183,94
16,180,73
17,18,48
18,31,37
19,48,33
20,66,35
21,83,43
22,115,44
23,130,37
24,145,35
25,160,37
26,171,48
27,100,61
28,100,74
29,101,87
30,101,100
31,80,112
32,90,114
33,101,116
34,110,114
35,119,111
36,40,63
37,51,57
38,62,58
39,74,65
40,62,65
41,51,65
42,121,65
43,132,58
44,144,58
45,155,64
46,144,66
47,133,66
48,50,139
49,69,131
50,88,126
51,100,128
52,111,126
53,128,130
54,143,136
55,130,155
56,113,164
57,101,165
58,88,164
59,69,156
60,56,139
61,88,136
62,100,136
63,112,135
64,136,137
65,112,153
66,100,155
67,88,154
