,x,y
0,20,63
1,20,86
2,22,108
3,25,130
4,31,151
5,41,171
6,56,188
7,74,201
8,98,202
9,124,201
10,143,188
11,160,171
12,172,152
13,180,131
14,184,110
15,187,87
16,189,63
17,29,55
18,38,41
19,55,36
20,72,39
21,88,46
22,107,45
23,123,38
24,142,36
25,159,40
26,170,54
27,97,57
28,97,72
29,96,87
30,95,102
31,81,112
32,88,115
33,97,118
34,105,115
35,113,112
36,49,59
37,57,55
38,67,55
39,77,60
40,67,62
41,57,62
42,121,60
43,130,54
44,141,55
45,149,59
46,141,62
47,130,61
48,65,140
49,76,135
50,87,133
51,97,136
52,106,133
53,119,134
54,133,138
55,119,147
56,108,151
57,97,152
58,87,152
59,76,148
60,70,140
61,87,139
62,97,141
63,107,139
64,127,138
65,107,141
66,97,142
67,87,141
