,X,Y
0,58,124
1,59,142
2,62,158
3,65,175
4,70,191
5,79,206
6,92,219
7,108,229
8,128,231
9,147,229
10,162,220
11,175,209
12,184,195
13,189,179
14,191,163
15,194,146
16,196,129
17,69,111
18,78,103
19,91,101
20,104,102
21,116,106
22,144,107
23,155,102
24,167,100
25,179,103
26,186,111
27,128,118
28,128,131
29,128,143
30,129,155
31,113,163
32,120,165
33,128,168
34,135,165
35,143,163
36,84,123
37,91,118
38,101,118
39,109,124
40,101,125
41,91,125
42,147,124
43,155,118
44,164,118
45,171,122
46,164,124
47,155,124
48,98,181
49,111,180
50,121,179
51,128,180
52,135,179
53,144,180
54,156,180
55,145,188
56,136,190
57,128,191
58,121,190
59,111,188
60,103,182
61,121,183
62,128,184
63,135,183
64,152,182
65,136,184
66,129,185
67,121,184
