,x,y
0,1,58
1,3,84
2,6,109
3,11,133
4,21,155
5,34,174
6,52,191
7,74,203
8,99,206
9,124,203
10,143,190
11,157,172
12,169,152
13,176,131
14,179,107
15,180,82
16,180,58
17,21,47
18,32,34
19,48,29
20,66,30
21,82,38
22,114,37
23,129,32
24,145,32
25,160,38
26,167,53
27,98,58
28,99,75
29,100,91
30,101,108
31,79,113
32,89,117
33,100,122
34,111,118
35,120,114
36,42,58
37,52,52
38,63,53
39,75,61
40,63,62
41,52,61
42,118,63
43,128,56
44,140,56
45,148,63
46,140,66
47,129,65
48,59,133
49,73,132
50,88,133
51,100,135
52,111,134
53,124,134
54,138,137
55,125,151
56,111,157
57,100,158
58,87,156
59,72,148
60,63,135
61,88,138
62,100,140
63,111,138
64,133,138
65,111,146
66,100,148
67,88,145
