,x,y
0,29,76
1,29,98
2,32,119
3,36,140
4,40,160
5,48,177
6,62,190
7,78,198
8,100,199
9,124,196
10,146,188
11,165,177
12,179,161
13,186,140
14,188,117
15,192,95
16,194,71
17,33,46
18,41,36
19,55,33
20,68,35
21,80,41
22,112,38
23,127,31
24,144,27
25,160,31
26,172,41
27,95,58
28,95,71
29,94,84
30,93,98
31,82,111
32,88,114
33,96,116
34,104,113
35,112,110
36,47,65
37,56,56
38,68,56
39,78,66
40,67,68
41,55,69
42,123,62
43,134,51
44,146,50
45,155,59
46,147,64
47,134,64
48,67,142
49,77,135
50,88,131
51,96,132
52,105,131
53,118,134
54,134,139
55,119,147
56,105,151
57,96,152
58,87,151
59,77,150
60,72,142
61,88,140
62,97,141
63,106,140
64,128,140
65,105,141
66,96,142
67,88,142
