,X,Y
0,56,129
1,57,147
2,59,165
3,61,183
4,67,200
5,78,214
6,93,224
7,110,232
8,129,234
9,148,231
10,163,221
11,176,209
12,185,194
13,189,177
14,190,160
15,191,144
16,191,128
17,69,110
18,77,100
19,90,96
20,104,98
21,117,102
22,144,103
23,156,100
24,168,100
25,179,104
26,186,113
27,131,119
28,131,132
29,132,144
30,133,157
31,114,164
32,123,166
33,132,169
34,140,166
35,148,164
36,84,122
37,92,118
38,101,118
39,109,124
40,100,125
41,91,125
42,147,125
43,155,119
44,164,119
45,172,123
46,164,125
47,156,125
48,90,182
49,105,177
50,120,176
51,131,177
52,142,175
53,154,176
54,166,179
55,154,194
56,142,201
57,130,202
58,119,202
59,104,195
60,94,182
61,120,180
62,131,181
63,141,180
64,161,180
65,141,193
66,130,194
67,119,194
