,X,Y
0,59,127
1,60,146
2,62,165
3,64,184
4,70,203
5,79,218
6,94,231
7,109,240
8,128,244
9,147,241
10,166,233
11,185,222
12,198,206
13,207,188
14,211,169
15,213,149
16,214,128
17,67,110
18,74,100
19,86,95
20,99,96
21,112,101
22,138,103
23,152,97
24,167,96
25,181,100
26,191,111
27,124,118
28,123,131
29,122,144
30,121,158
31,112,168
32,117,171
33,123,173
34,131,171
35,138,169
36,83,120
37,91,114
38,101,115
39,110,123
40,100,124
41,90,124
42,145,124
43,154,116
44,165,115
45,173,122
46,165,125
47,155,125
48,100,190
49,110,188
50,119,187
51,125,189
52,133,187
53,145,189
54,158,193
55,145,204
56,133,207
57,125,207
58,118,206
59,109,202
60,105,191
61,118,190
62,125,191
63,133,191
64,154,193
65,133,200
66,125,200
67,118,199
