,x,y
0,14,61
1,15,84
2,18,105
3,21,127
4,28,146
5,40,164
6,57,177
7,77,188
8,99,192
9,120,188
10,141,177
11,159,164
12,172,148
13,178,127
14,181,105
15,184,83
16,184,60
17,28,42
18,37,30
19,51,25
20,66,27
21,79,33
22,116,32
23,129,25
24,144,24
25,158,29
26,167,41
27,98,57
28,98,72
29,98,87
30,98,103
31,81,114
32,89,116
33,98,118
34,106,116
35,115,114
36,44,59
37,54,53
38,65,54
39,75,63
40,64,65
41,53,64
42,122,63
43,132,54
44,143,53
45,152,59
46,144,63
47,132,64
48,65,137
49,78,134
50,90,131
51,97,133
52,105,131
53,117,134
54,131,137
55,118,149
56,106,154
57,98,155
58,89,154
59,78,148
60,70,138
61,89,140
62,98,141
63,105,140
64,126,138
65,106,140
66,98,141
67,90,140
