,X,Y
0,56,132
1,59,152
2,62,170
3,65,188
4,71,204
5,83,218
6,98,228
7,115,236
8,132,238
9,149,235
10,165,227
11,179,216
12,190,202
13,196,185
14,198,166
15,201,146
16,203,126
17,65,111
18,75,101
19,89,94
20,105,94
21,119,100
22,141,98
23,155,93
24,169,93
25,182,99
26,191,108
27,129,116
28,129,129
29,129,142
30,130,155
31,113,164
32,121,167
33,129,169
34,137,167
35,144,165
36,84,122
37,93,118
38,103,117
39,111,124
40,102,125
41,93,125
42,146,123
43,156,117
44,166,117
45,173,122
46,166,125
47,156,125
48,97,186
49,108,179
50,120,177
51,128,179
52,138,178
53,150,181
54,161,188
55,150,200
56,138,204
57,128,205
58,119,204
59,107,199
60,101,186
61,120,183
62,128,184
63,138,183
64,157,188
65,138,195
66,128,196
67,119,195
