,x,y
0,-5,47
1,-4,72
2,-2,97
3,1,123
4,11,146
5,28,166
6,48,183
7,72,196
8,96,197
9,117,187
10,130,166
11,141,146
12,152,127
13,160,107
14,164,88
15,165,70
16,166,52
17,22,42
18,38,35
19,56,36
20,72,41
21,88,48
22,121,47
23,133,40
24,143,35
25,155,32
26,164,35
27,104,63
28,106,81
29,107,98
30,109,116
31,83,119
32,93,122
33,103,125
34,112,121
35,119,116
36,42,59
37,53,53
38,67,54
39,77,64
40,65,66
41,51,65
42,120,61
43,128,50
44,140,48
45,148,53
46,143,60
47,131,62
48,46,130
49,68,131
50,88,133
51,98,134
52,108,132
53,120,127
54,131,123
55,122,146
56,109,158
57,98,162
58,86,162
59,66,154
60,50,132
61,88,138
62,98,139
63,108,136
64,126,126
65,109,148
66,98,152
67,87,152
