,x,y
0,7,64
1,10,88
2,12,111
3,15,134
4,24,155
5,38,172
6,56,187
7,76,199
8,98,202
9,119,199
10,139,186
11,156,171
12,171,152
13,179,130
14,182,106
15,185,81
16,186,57
17,27,47
18,40,38
19,55,36
20,71,37
21,85,42
22,114,41
23,128,35
24,144,31
25,160,32
26,174,41
27,100,59
28,100,77
29,100,94
30,99,111
31,80,114
32,89,118
33,99,121
34,109,118
35,118,114
36,43,64
37,54,57
38,65,57
39,75,64
40,64,65
41,53,65
42,122,64
43,132,56
44,144,55
45,154,60
46,145,63
47,133,64
48,53,136
49,69,130
50,86,129
51,98,131
52,110,129
53,127,130
54,143,135
55,128,156
56,111,166
57,98,167
58,85,166
59,68,156
60,57,137
61,86,136
62,98,137
63,110,136
64,138,136
65,110,155
66,98,157
67,85,155
