,x,y
0,16,55
1,16,78
2,19,100
3,23,121
4,31,140
5,44,157
6,59,172
7,76,185
8,97,189
9,118,186
10,137,173
11,153,158
12,168,141
13,177,121
14,183,99
15,186,77
16,188,54
17,26,36
18,39,29
19,55,29
20,71,34
21,86,41
22,112,43
23,126,35
24,143,31
25,160,30
26,175,38
27,96,59
28,96,75
29,95,92
30,95,108
31,80,115
32,87,118
33,96,121
34,105,118
35,114,114
36,43,59
37,53,52
38,66,53
39,76,64
40,64,65
41,51,64
42,122,63
43,132,53
44,145,52
45,156,58
46,146,64
47,134,65
48,63,134
49,75,133
50,88,132
51,98,133
52,106,130
53,120,130
54,134,130
55,121,146
56,108,154
57,99,156
58,89,155
59,76,149
60,69,136
61,88,141
62,98,141
63,107,140
64,128,132
65,107,141
66,98,142
67,89,141
