,x,y
0,-7,45
1,-7,72
2,-5,97
3,-2,122
4,8,146
5,25,164
6,48,178
7,70,192
8,93,196
9,113,191
10,128,174
11,143,158
12,156,141
13,163,121
14,167,100
15,170,79
16,170,58
17,15,40
18,31,32
19,50,32
20,68,38
21,85,48
22,117,49
23,131,41
24,146,36
25,160,36
26,168,46
27,104,61
28,105,76
29,107,92
30,108,108
31,82,112
32,93,116
33,104,121
34,113,118
35,121,112
36,37,59
37,48,54
38,61,54
39,72,62
40,60,64
41,47,64
42,120,63
43,131,56
44,143,56
45,151,61
46,143,67
47,132,66
48,58,131
49,76,133
50,91,133
51,99,136
52,107,134
53,117,134
54,129,130
55,117,142
56,107,146
57,99,147
58,89,146
59,75,142
60,64,132
61,90,140
62,99,141
63,107,140
64,124,133
65,107,136
66,99,137
67,90,137
