,x,y
0,38,65
1,36,84
2,36,103
3,40,121
4,46,140
5,57,157
6,71,172
7,85,186
8,104,191
9,126,189
10,148,179
11,170,167
12,189,151
13,199,130
14,201,105
15,203,80
16,203,55
17,36,43
18,44,34
19,57,33
20,70,35
21,82,42
22,104,39
23,121,31
24,140,28
25,159,31
26,175,40
27,93,58
28,92,73
29,89,88
30,87,104
31,77,115
32,84,118
33,92,120
34,102,117
35,111,114
36,48,60
37,57,53
38,69,53
39,80,63
40,68,66
41,56,66
42,121,61
43,133,51
44,145,50
45,157,57
46,147,62
47,134,63
48,67,137
49,75,133
50,86,130
51,94,133
52,104,130
53,122,132
54,142,134
55,124,147
56,107,153
57,97,155
58,87,154
59,77,149
60,73,139
61,86,140
62,95,141
63,105,140
64,136,136
65,106,140
66,96,141
67,87,140
