,X,Y
0,63,121
1,62,140
2,63,160
3,65,180
4,70,198
5,80,215
6,91,230
7,105,242
8,125,245
9,144,242
10,163,231
11,180,218
12,192,202
13,199,184
14,201,163
15,202,142
16,202,121
17,71,110
18,78,101
19,90,97
20,103,98
21,115,103
22,141,103
23,152,98
24,166,97
25,177,101
26,185,109
27,126,118
28,126,130
29,125,143
30,124,156
31,107,160
32,116,163
33,125,167
34,135,163
35,144,159
36,83,123
37,92,119
38,100,119
39,109,124
40,100,124
41,91,124
42,148,124
43,157,119
44,165,119
45,173,122
46,166,124
47,157,125
48,93,182
49,104,178
50,116,177
51,125,179
52,136,177
53,148,178
54,162,182
55,149,195
56,136,201
57,126,202
58,116,202
59,105,197
60,97,183
61,116,181
62,125,182
63,136,181
64,157,183
65,136,193
66,126,195
67,116,193
