,x,y
0,35,73
1,32,93
2,32,112
3,38,132
4,47,150
5,59,166
6,71,182
7,83,197
8,103,201
9,124,199
10,144,189
11,163,175
12,180,157
13,190,134
14,194,111
15,197,86
16,199,61
17,36,39
18,44,31
19,55,31
20,65,35
21,76,40
22,110,42
23,125,34
24,142,30
25,159,32
26,175,38
27,93,58
28,91,73
29,89,88
30,87,102
31,76,114
32,84,117
33,92,120
34,102,116
35,113,113
36,47,61
37,56,57
38,66,57
39,76,63
40,65,64
41,55,64
42,124,63
43,135,57
44,146,56
45,157,60
46,146,63
47,135,63
48,65,136
49,75,132
50,86,130
51,96,132
52,106,130
53,125,132
54,145,135
55,127,154
56,110,161
57,99,161
58,88,160
59,77,153
60,70,138
61,86,136
62,96,137
63,107,136
64,140,137
65,109,150
66,98,150
67,88,149
