,x,y
0,5,72
1,6,94
2,9,116
3,12,138
4,19,159
5,33,176
6,51,190
7,72,200
8,97,202
9,122,200
10,143,191
11,158,176
12,169,158
13,174,136
14,178,115
15,183,93
16,185,70
17,22,48
18,33,37
19,49,32
20,66,33
21,81,39
22,118,39
23,133,34
24,149,33
25,164,39
26,174,51
27,99,58
28,99,73
29,99,88
30,99,103
31,81,112
32,90,114
33,99,117
34,108,114
35,117,111
36,38,64
37,48,56
38,61,56
39,73,66
40,60,68
41,48,68
42,124,66
43,134,56
44,146,56
45,156,64
46,147,68
47,134,67
48,56,140
49,71,130
50,87,126
51,98,128
52,109,126
53,124,129
54,138,139
55,125,155
56,110,163
57,99,164
58,86,163
59,70,157
60,61,141
61,87,135
62,98,135
63,109,134
64,132,139
65,110,152
66,99,153
67,87,152
