,x,y
0,-1,69
1,0,92
2,3,114
3,8,136
4,20,155
5,36,171
6,56,184
7,77,192
8,101,195
9,121,192
10,138,179
11,150,164
12,160,147
13,167,129
14,170,109
15,171,91
16,171,71
17,23,43
18,37,36
19,53,35
20,69,38
21,83,45
22,119,47
23,131,41
24,144,40
25,158,42
26,168,49
27,101,60
28,102,75
29,102,89
30,103,103
31,80,113
32,90,116
33,101,120
34,111,117
35,120,113
36,39,59
37,51,54
38,62,55
39,74,63
40,61,63
41,49,62
42,121,65
43,132,59
44,144,59
45,155,63
46,145,66
47,133,66
48,53,133
49,73,129
50,90,128
51,100,130
52,109,128
53,123,130
54,138,134
55,124,148
56,110,154
57,100,155
58,89,154
59,72,148
60,58,134
61,89,134
62,100,135
63,109,134
64,133,135
65,110,143
66,100,144
67,89,143
