,x,y
0,47,61
1,46,80
2,50,99
3,57,118
4,65,137
5,74,156
6,83,174
7,94,192
8,111,198
9,133,195
10,156,183
11,177,167
12,194,148
13,203,124
14,207,97
15,209,69
16,209,42
17,43,36
18,48,28
19,57,28
20,68,31
21,78,37
22,104,35
23,120,27
24,137,23
25,154,23
26,170,30
27,90,55
28,89,71
29,87,87
30,85,104
31,80,114
32,85,118
33,93,120
34,102,116
35,111,114
36,54,58
37,60,53
38,70,53
39,79,60
40,69,63
41,60,63
42,121,58
43,129,51
44,140,51
45,151,54
46,141,60
47,130,61
48,82,142
49,85,138
50,91,137
51,98,138
52,105,136
53,120,138
54,137,141
55,122,152
56,109,156
57,101,157
58,94,156
59,88,151
60,86,143
61,92,143
62,99,144
63,106,143
64,132,141
65,107,146
66,100,146
67,93,144
