,x,y
0,36,58
1,36,78
2,37,99
3,43,119
4,52,138
5,64,156
6,76,174
7,87,194
8,106,201
9,127,198
10,146,183
11,164,164
12,182,144
13,193,120
14,198,95
15,200,68
16,201,40
17,37,38
18,45,32
19,56,34
20,67,37
21,79,43
22,105,44
23,123,37
24,140,33
25,158,33
26,175,40
27,92,61
28,90,78
29,88,95
30,86,113
31,76,116
32,83,121
33,92,124
34,103,120
35,114,116
36,49,57
37,57,52
38,68,53
39,77,61
40,66,63
41,56,62
42,122,61
43,132,53
44,144,52
45,156,57
46,146,63
47,133,64
48,67,130
49,75,130
50,86,131
51,96,133
52,106,131
53,125,132
54,143,133
55,127,159
56,109,169
57,98,170
58,86,167
59,75,155
60,72,134
61,86,136
62,96,138
63,107,138
64,138,135
65,108,155
66,97,156
67,86,152
