,X,Y
0,62,119
1,62,138
2,63,157
3,63,176
4,70,193
5,82,208
6,97,221
7,112,232
8,129,235
9,145,231
10,160,218
11,173,205
12,185,191
13,191,175
14,193,157
15,194,139
16,194,120
17,72,107
18,80,100
19,90,98
20,101,100
21,111,105
22,144,104
23,155,100
24,166,98
25,176,101
26,184,108
27,128,120
28,128,134
29,128,148
30,128,161
31,112,166
32,120,168
33,128,171
34,136,168
35,144,165
36,84,122
37,92,118
38,100,119
39,109,125
40,100,125
41,91,125
42,147,125
43,155,119
44,164,118
45,172,122
46,165,125
47,156,125
48,90,177
49,104,178
50,118,178
51,128,180
52,139,178
53,152,176
54,165,176
55,154,195
56,140,204
57,129,206
58,118,205
59,103,197
60,95,179
61,118,184
62,128,185
63,139,183
64,160,178
65,140,194
66,129,196
67,118,195
