,x,y
0,13,57
1,14,80
2,15,103
3,18,126
4,24,148
5,38,167
6,56,184
7,77,198
8,101,202
9,126,197
10,145,183
11,161,166
12,174,148
13,180,126
14,182,103
15,183,80
16,182,57
17,28,48
18,39,38
19,55,36
20,70,38
21,85,43
22,114,41
23,128,36
24,142,33
25,157,34
26,167,43
27,99,59
28,100,74
29,100,89
30,100,105
31,79,112
32,89,116
33,99,119
34,109,116
35,119,113
36,46,61
37,56,56
38,66,57
39,77,62
40,66,63
41,55,64
42,120,61
43,129,54
44,140,54
45,150,58
46,141,61
47,130,62
48,61,137
49,73,133
50,87,131
51,97,134
52,107,131
53,121,133
54,133,137
55,121,149
56,108,155
57,98,156
58,87,155
59,73,149
60,66,138
61,87,140
62,97,142
63,108,140
64,128,139
65,108,141
66,98,143
67,87,141
