,X,Y
0,61,123
1,61,140
2,62,156
3,63,174
4,67,191
5,76,206
6,90,218
7,107,228
8,126,231
9,147,229
10,167,220
11,184,210
12,196,196
13,203,179
14,206,161
15,207,143
16,209,126
17,72,113
18,78,102
19,91,99
20,104,100
21,116,104
22,139,104
23,151,99
24,166,98
25,180,102
26,189,113
27,127,119
28,126,131
29,125,143
30,124,155
31,111,163
32,118,165
33,126,167
34,134,165
35,142,163
36,86,123
37,93,119
38,101,119
39,108,123
40,100,124
41,92,124
42,149,124
43,156,119
44,164,119
45,172,124
46,164,125
47,156,125
48,99,186
49,109,181
50,119,178
51,127,180
52,135,178
53,146,180
54,159,184
55,147,193
56,136,198
57,127,199
58,119,198
59,109,194
60,103,186
61,119,182
62,127,183
63,135,182
64,154,184
65,136,190
66,128,191
67,119,190
