,X,Y
0,54,133
1,54,152
2,56,171
3,60,190
4,67,208
5,78,223
6,92,234
7,109,242
8,129,245
9,148,243
10,166,235
11,181,225
12,192,211
13,199,194
14,202,175
15,203,156
16,204,136
17,69,105
18,77,94
19,91,89
20,105,89
21,117,95
22,140,95
23,152,89
24,167,89
25,179,95
26,186,108
27,128,114
28,128,125
29,128,136
30,127,147
31,112,161
32,120,163
33,128,165
34,136,163
35,144,161
36,84,121
37,92,117
38,100,117
39,109,121
40,100,121
41,91,122
42,147,122
43,156,118
44,164,118
45,172,123
46,164,123
47,155,122
48,100,191
49,110,183
50,121,179
51,128,180
52,135,179
53,146,182
54,157,191
55,146,196
56,136,199
57,128,200
58,120,199
59,111,197
60,104,191
61,121,188
62,128,188
63,135,188
64,152,191
65,135,190
66,128,191
67,121,191
