,X,Y
0,61,121
1,62,139
2,64,157
3,67,176
4,71,195
5,79,213
6,91,229
7,107,242
8,126,244
9,146,241
10,164,231
11,180,217
12,193,202
13,200,183
14,204,163
15,206,142
16,207,120
17,70,114
18,77,103
19,91,101
20,105,103
21,118,106
22,131,107
23,146,102
24,161,99
25,176,101
26,187,111
27,125,118
28,124,128
29,123,139
30,123,150
31,110,160
32,116,163
33,124,165
34,132,162
35,139,160
36,84,122
37,92,119
38,100,119
39,108,122
40,100,123
41,92,123
42,146,121
43,154,117
44,163,117
45,171,120
46,163,122
47,155,122
48,103,192
49,110,182
50,119,177
51,125,179
52,133,176
53,143,181
54,150,191
55,143,198
56,134,204
57,126,205
58,118,204
59,110,200
60,108,191
61,119,187
62,125,187
63,133,186
64,146,190
65,133,191
66,126,192
67,119,191
