,x,y
0,8,59
1,9,82
2,12,106
3,16,129
4,24,151
5,39,170
6,57,186
7,76,200
8,97,203
9,117,201
10,135,188
11,151,172
12,166,152
13,174,129
14,176,104
15,179,78
16,180,54
17,24,49
18,34,37
19,49,33
20,65,34
21,81,39
22,113,38
23,129,33
24,143,32
25,157,36
26,166,47
27,98,58
28,99,75
29,100,92
30,101,110
31,81,113
32,90,117
33,99,122
34,108,119
35,117,115
36,46,58
37,55,53
38,65,53
39,75,60
40,65,61
41,54,61
42,120,61
43,128,53
44,139,53
45,148,58
46,140,62
47,130,62
48,63,131
49,76,132
50,88,133
51,98,136
52,108,134
53,118,136
54,131,138
55,118,148
56,107,152
57,97,153
58,86,151
59,75,144
60,68,134
61,88,139
62,98,141
63,108,140
64,126,139
65,107,142
66,97,142
67,87,140
