,x,y
0,-1,60
1,0,83
2,2,107
3,6,131
4,15,152
5,31,171
6,52,186
7,74,198
8,98,201
9,119,196
10,136,182
11,151,166
12,163,148
13,170,129
14,173,108
15,175,87
16,177,65
17,23,50
18,35,39
19,53,34
20,71,35
21,88,42
22,110,43
23,126,38
24,142,38
25,156,42
26,165,53
27,100,58
28,100,74
29,102,90
30,103,107
31,81,115
32,91,117
33,100,121
34,109,118
35,118,114
36,42,58
37,52,51
38,64,52
39,75,63
40,63,64
41,51,63
42,119,64
43,129,55
44,141,55
45,150,62
46,141,66
47,130,66
48,55,135
49,72,132
50,88,131
51,100,133
52,111,131
53,124,132
54,136,134
55,124,149
56,111,158
57,99,160
58,87,159
59,71,152
60,59,137
61,88,136
62,99,137
63,111,135
64,132,135
65,111,149
66,100,151
67,88,149
