,X,Y
0,55,127
1,57,147
2,58,167
3,61,186
4,66,204
5,78,219
6,93,231
7,109,240
8,128,243
9,146,242
10,164,234
11,179,223
12,191,208
13,197,189
14,199,169
15,201,148
16,201,128
17,71,109
18,78,101
19,89,97
20,102,98
21,115,101
22,140,104
23,151,99
24,164,98
25,177,102
26,185,111
27,128,117
28,128,129
29,129,142
30,129,155
31,116,166
32,122,167
33,129,169
34,135,168
35,141,165
36,85,121
37,92,116
38,101,115
39,108,121
40,100,123
41,92,124
42,147,122
43,155,116
44,163,116
45,171,122
46,164,124
47,155,124
48,102,191
49,112,188
50,121,186
51,128,188
52,135,186
53,144,189
54,153,192
55,144,200
56,136,202
57,129,202
58,121,201
59,112,198
60,106,191
61,121,191
62,128,191
63,135,191
64,150,192
65,135,194
66,128,195
67,121,193
