,x,y
0,9,60
1,10,83
2,14,105
3,18,128
4,26,148
5,39,167
6,56,182
7,75,194
8,98,198
9,120,195
10,139,183
11,155,167
12,168,149
13,176,129
14,181,107
15,185,84
16,187,61
17,26,32
18,38,25
19,53,23
20,67,27
21,79,35
22,120,35
23,131,28
24,144,25
25,158,27
26,169,33
27,98,57
28,98,73
29,98,89
30,98,106
31,82,114
32,90,116
33,98,119
34,106,116
35,114,113
36,42,60
37,52,54
38,64,55
39,74,63
40,63,65
41,51,64
42,121,64
43,132,57
44,143,56
45,153,61
46,144,65
47,133,66
48,58,136
49,73,132
50,87,131
51,99,133
52,110,131
53,124,131
54,139,134
55,125,152
56,110,160
57,98,161
58,86,160
59,72,152
60,63,138
61,87,137
62,99,138
63,110,137
64,133,136
65,110,149
66,99,150
67,87,149
