,X,Y
0,56,111
1,56,132
2,57,152
3,60,173
4,65,192
5,76,211
6,90,227
7,108,239
8,130,243
9,151,239
10,170,227
11,185,212
12,196,194
13,202,175
14,204,154
15,204,133
16,205,111
17,66,113
18,76,105
19,91,104
20,105,106
21,119,111
22,137,111
23,151,106
24,165,104
25,179,106
26,190,113
27,129,122
28,129,133
29,129,144
30,129,156
31,113,163
32,121,166
33,129,169
34,137,166
35,145,163
36,84,121
37,93,119
38,101,120
39,109,124
40,101,124
41,92,124
42,147,125
43,156,120
44,164,120
45,172,123
46,164,125
47,156,126
48,94,180
49,107,179
50,119,179
51,129,181
52,139,180
53,152,180
54,164,182
55,152,194
56,139,199
57,128,201
58,118,199
59,105,193
60,98,181
61,119,183
62,129,184
63,139,183
64,160,182
65,139,192
66,128,193
67,119,192
