,x,y
0,11,64
1,11,87
2,13,110
3,16,132
4,24,153
5,38,171
6,54,187
7,72,199
8,95,202
9,117,198
10,136,185
11,151,168
12,163,150
13,171,130
14,176,108
15,177,87
16,177,66
17,22,43
18,35,35
19,51,32
20,69,33
21,85,40
22,114,41
23,129,35
24,144,34
25,159,36
26,170,44
27,98,60
28,98,77
29,98,95
30,98,112
31,77,113
32,87,118
33,98,123
34,109,119
35,118,114
36,39,61
37,49,56
38,61,57
39,72,64
40,60,66
41,49,65
42,123,66
43,135,59
44,146,59
45,156,63
46,146,67
47,135,67
48,50,133
49,67,127
50,85,127
51,98,129
52,111,127
53,126,128
54,140,132
55,126,151
56,111,160
57,97,162
58,83,160
59,66,152
60,55,134
61,85,135
62,98,136
63,111,135
64,134,134
65,111,149
66,97,151
67,84,149
