,x,y
0,1,46
1,4,73
2,7,99
3,11,124
4,21,146
5,36,165
6,55,181
7,75,194
8,95,197
9,114,193
10,129,178
11,142,161
12,154,143
13,161,122
14,166,99
15,170,76
16,173,52
17,24,39
18,37,30
19,53,27
20,69,30
21,85,36
22,117,36
23,131,30
24,146,27
25,160,30
26,167,42
27,102,56
28,102,71
29,103,86
30,104,101
31,86,112
32,94,114
33,101,116
34,108,114
35,113,112
36,45,56
37,55,52
38,67,52
39,76,59
40,66,61
41,54,61
42,117,60
43,126,53
44,138,52
45,147,57
46,138,62
47,127,62
48,68,142
49,80,136
50,91,132
51,99,134
52,106,133
53,115,137
54,124,143
55,115,152
56,107,155
57,99,156
58,90,155
59,79,151
60,74,142
61,90,142
62,99,143
63,106,142
64,118,143
65,106,142
66,99,143
67,91,142
