,X,Y
0,53,103
1,53,125
2,56,148
3,60,169
4,69,189
5,81,206
6,94,222
7,107,237
8,125,242
9,144,238
10,160,223
11,175,207
12,190,191
13,200,170
14,204,147
15,206,123
16,207,100
17,66,116
18,76,108
19,91,108
20,106,111
21,121,117
22,135,114
23,148,108
24,163,104
25,177,104
26,188,112
27,127,125
28,127,139
29,127,154
30,127,170
31,107,168
32,116,174
33,127,179
34,138,174
35,146,169
36,83,122
37,92,119
38,101,119
39,109,124
40,101,125
41,91,125
42,147,124
43,155,118
44,164,118
45,172,121
46,165,124
47,156,125
48,95,185
49,106,185
50,118,187
51,126,188
52,135,187
53,147,184
54,159,184
55,148,196
56,136,202
57,126,203
58,117,202
59,106,196
60,99,186
61,118,188
62,126,190
63,135,188
64,155,185
65,136,196
66,126,199
67,118,197
