,x,y
0,16,62
1,17,84
2,20,105
3,22,127
4,28,148
5,39,168
6,54,186
7,74,198
8,98,201
9,121,197
10,140,184
11,154,166
12,165,146
13,171,127
14,174,106
15,176,86
16,176,65
17,27,50
18,38,40
19,52,37
20,67,38
21,81,43
22,114,43
23,129,39
24,144,38
25,158,42
26,167,52
27,98,57
28,99,74
29,99,91
30,99,109
31,81,114
32,89,118
33,98,121
34,108,118
35,116,113
36,44,59
37,53,53
38,64,53
39,75,61
40,64,62
41,53,61
42,121,62
43,131,55
44,142,55
45,151,61
46,142,63
47,131,63
48,59,136
49,72,132
50,87,131
51,99,133
52,110,130
53,124,131
54,136,134
55,124,152
56,111,160
57,99,161
58,87,160
59,72,153
60,64,137
61,87,137
62,99,138
63,110,137
64,131,136
65,110,150
66,99,152
67,87,150
