,X,Y
0,66,124
1,65,141
2,65,159
3,67,176
4,71,193
5,80,208
6,92,221
7,106,231
8,122,235
9,141,233
10,158,226
11,174,214
12,185,200
13,192,183
14,196,164
15,198,145
16,200,125
17,71,108
18,77,99
19,88,97
20,99,98
21,110,102
22,140,102
23,153,97
24,166,96
25,179,100
26,188,109
27,125,119
28,124,131
29,123,143
30,122,155
31,109,163
32,116,166
33,123,168
34,131,166
35,138,165
36,83,121
37,91,117
38,100,117
39,109,124
40,100,125
41,90,125
42,146,124
43,155,117
44,165,117
45,173,122
46,165,125
47,155,126
48,94,183
49,104,179
50,116,178
51,124,180
52,133,178
53,146,180
54,160,185
55,147,200
56,133,205
57,123,205
58,114,204
59,103,198
60,98,183
61,115,182
62,124,184
63,133,183
64,156,186
65,133,197
66,124,197
67,115,196
