,X,Y
0,62,122
1,63,141
2,65,159
3,68,178
4,73,195
5,83,210
6,97,223
7,111,233
8,129,238
9,148,234
10,165,224
11,182,211
12,194,195
13,201,176
14,204,156
15,206,135
16,208,116
17,70,113
18,78,105
19,90,102
20,103,104
21,115,108
22,137,106
23,148,101
24,162,100
25,176,103
26,187,110
27,124,119
28,123,132
29,121,144
30,120,158
31,110,166
32,116,168
33,123,170
34,130,168
35,137,166
36,83,122
37,91,118
38,99,118
39,107,124
40,99,125
41,90,125
42,147,123
43,155,117
44,164,117
45,172,120
46,164,124
47,155,124
48,101,187
49,109,186
50,118,184
51,125,186
52,132,184
53,142,186
54,154,187
55,143,194
56,133,197
57,125,198
58,118,197
59,110,194
60,104,188
61,117,189
62,125,190
63,132,189
64,150,187
65,132,190
66,125,191
67,118,190
