,x,y
0,-3,55
1,-2,80
2,0,104
3,5,128
4,14,150
5,30,168
6,49,183
7,71,194
8,95,197
9,117,193
10,136,179
11,153,163
12,165,144
13,172,123
14,175,102
15,177,80
16,178,58
17,17,47
18,32,35
19,52,31
20,72,34
21,91,41
22,111,40
23,126,32
24,144,29
25,159,32
26,169,44
27,101,56
28,102,72
29,102,88
30,103,104
31,82,116
32,91,118
33,100,120
34,109,118
35,117,115
36,40,60
37,52,57
38,64,57
39,74,63
40,63,65
41,51,65
42,121,62
43,132,56
44,143,55
45,152,58
46,143,63
47,132,64
48,59,137
49,74,131
50,88,130
51,98,132
52,108,130
53,119,133
54,131,136
55,119,147
56,107,153
57,97,155
58,86,153
59,73,147
60,65,137
61,87,137
62,98,139
63,108,138
64,125,137
65,107,139
66,97,141
67,87,139
