,X,Y
0,50,129
1,50,147
2,50,165
3,53,183
4,61,199
5,73,210
6,91,217
7,109,222
8,127,225
9,145,223
10,163,217
11,178,208
12,188,195
13,194,180
14,197,163
15,199,146
16,200,129
17,73,102
18,81,93
19,93,89
20,105,91
21,116,96
22,144,96
23,155,91
24,167,90
25,179,94
26,185,103
27,130,118
28,131,130
29,131,141
30,132,153
31,116,162
32,123,165
33,130,167
34,137,165
35,144,163
36,86,122
37,94,118
38,103,118
39,110,123
40,102,125
41,94,125
42,149,123
43,156,118
44,165,118
45,172,123
46,165,125
47,157,125
48,104,183
49,115,179
50,123,177
51,129,179
52,135,178
53,143,181
54,153,186
55,143,189
56,135,190
57,129,190
58,123,189
59,115,188
60,108,183
61,123,182
62,129,183
63,135,183
64,150,185
65,135,183
66,129,182
67,123,182
