,X,Y
0,49,123
1,51,141
2,54,160
3,57,179
4,65,197
5,78,212
6,93,224
7,111,235
8,129,237
9,148,234
10,165,224
11,180,212
12,193,197
13,199,180
14,202,161
15,203,143
16,204,124
17,70,105
18,79,98
19,92,96
20,104,98
21,116,103
22,142,104
23,152,100
24,164,98
25,176,98
26,187,104
27,129,120
28,129,132
29,129,143
30,130,155
31,115,164
32,122,165
33,130,167
34,137,166
35,143,164
36,83,121
37,92,119
38,100,120
39,107,124
40,99,123
41,91,122
42,149,124
43,156,121
44,164,120
45,172,123
46,165,124
47,157,124
48,96,183
49,107,177
50,120,175
51,130,176
52,138,175
53,151,178
54,163,184
55,152,201
56,139,210
57,130,211
58,119,209
59,106,200
60,99,184
61,120,181
62,130,182
63,138,181
64,159,185
65,139,198
66,130,199
67,120,197
